model,agent,verdict,confidence,reasoning,latency_s,tokens,parse_error,idx,claim,chart_img,ground_truth
google/gemini-3-flash-preview,agent2,contradicted,1.0,"The sum of White (33.1%) and Latino (19.2%) individuals living with HIV is 52.3%, which is higher than the percentage of Black individuals living with HIV (44.5%).",2.48,1414,False,84,The total amount of the Americans who were white and Latined is lower than the black Americans were living with HIV,https://chartfc.s3.amazonaws.com/Aidsproposalinfographic_(8496955907).jpg,False
google/gemini-3-flash-preview,agent2,contradicted,1.0,"The pie chart and legend show that both the '$50 - $100' and '$100 - $1,000' donation categories represent exactly 12% each, meaning they are equal in size.",2.53,1403,False,85,Donations between $50-$100 are bigger than the ones between $100-$1000.,https://chartfc.s3.amazonaws.com/FY1415AmountDistributionPieChart.png,False
google/gemini-3-flash-preview,agent2,contradicted,1.0,"The chart data ends at the year 2016, so it contains no information regarding the year 2018 mentioned in the claim.",2.53,1401,False,86,"From the chart, this can be observed that federal transfer payments have been increasing over time, for a dip in 2018.",https://chartfc.s3.amazonaws.com/US_Federal_Transfer_Payments.jpg,True
google/gemini-3-flash-preview,agent2,supported,0.9,"The pie chart shows Symbian as the largest slice, representing approximately 50% of the market share, which is significantly larger than all other operating systems shown.",2.2,1408,False,87,Symbian had the largest market share of Q2 smartphone sales in 2009.,https://chartfc.s3.amazonaws.com/Market_Share_Smartphone_OS_in_2nd-Q-2009-EN.png,True
google/gemini-3-flash-preview,agent2,contradicted,0.4,"The chart does not provide numeric values or labels for 'Blackberry' or 'Others', making it impossible to calculate or verify an equality of shares between these specific groups.",2.74,1410,False,88,The total value of market share for ios and Linux is equal with the combination of blackberry and others.,https://chartfc.s3.amazonaws.com/Market_Share_Smartphone_OS_in_2nd-Q-2009-EN.png,False
google/gemini-3-flash-preview,agent2,contradicted,1.0,"While the chart shows China's economy is indeed $11.0 Trillion, it indicates the United States is the leading economy at $18.0 Trillion (24.3% compared to China's 14.8%).",3.41,1419,False,89,China is the leading economy making up to $11 Trillion.,https://chartfc.s3.amazonaws.com/20_Largest_economies_pie_chart.png,False
google/gemini-3-flash-preview,agent2,supported,1.0,"The bar for 'Evolution' extends the furthest to the right, reaching a value of approximately 4.25 on the x-axis, which is higher than any other category in the chart.",1.91,1397,False,90,Evolution has scored the highest value of file in this bar chart.,https://chartfc.s3.amazonaws.com/Parc_wiki_quality_graph.gif,True
google/gemini-3-flash-preview,agent2,supported,1.0,The Penrose method is represented by the purple bars; the purple bar for the United States (approx 2.5%) is clearly shorter than the purple bar for India (approx 4.5%).,1.88,1409,False,91,The United States has a lesser percentage of United Nations Parliamentary Assembly allocation through the Penrose method than India in 2007.,https://chartfc.s3.amazonaws.com/UNPA_Allocation.png,True
google/gemini-3-flash-preview,agent2,supported,1.0,"The chart shows Republicans at 46% (6,829) and Democrats at 32% (4,916), confirming more Republicans; it also explicitly labels 'Non-Affiliated' at 18% (2,815).",2.54,1411,False,92,More people voted for Republicans than for Democrats and 18% of people voted for candidates not affililated to any party.,"https://chartfc.s3.amazonaws.com/Political_orientations_in_Union_County,_Oregon_(March_2009).gif",True
google/gemini-3-flash-preview,agent2,contradicted,1.0,"The category 'Burglary' does not appear on the chart, so it cannot be identified as having the lowest number of incidents. Among the displayed categories, 'Inflicting GBH or wounding without intent' has the shortest bar/lowest value.",3.13,1434,False,93,Burglary was the offense group with the low number of incidents reported in England and Wales in 2009/10.,https://chartfc.s3.amazonaws.com/Non-fatal_offences_against_the_person_graph.png,False
google/gemini-3-flash-preview,agent2,contradicted,1.0,"The number of voters for 'Other Party' is 682 and 'Non-Affiliated' is 2,815; the average of these two values is 1,748.5, which is significantly higher than 500.",1.43,1402,False,94,The average of voters in other party and None- Affiliated is about 500.,"https://chartfc.s3.amazonaws.com/Political_orientations_in_Union_County,_Oregon_(March_2009).gif",False
google/gemini-3-flash-preview,agent2,contradicted,1.0,"The y-axis, labeled 'Absolute Werte', clearly shows values starting at 0 and increments of 1, with the bars reaching heights of 1, 2, 3, and 4; therefore, 5 is not the smallest value.",2.66,1400,False,95,The smallest value for the y variable is 5.,https://chartfc.s3.amazonaws.com/Barch_MetrMM0.JPG,False
google/gemini-3-flash-preview,agent2,supported,1.0,"The chart explicitly labels the '4 languages' category with 103,107 files and the '5+ languages' category with 107,614 files, confirming the former is smaller.",1.97,1405,False,96,"The N language category of ""4 languages"" contains fewer files than the category of ""5+ languages"".",https://chartfc.s3.amazonaws.com/SDoC_baseline_-_Number_of_files_by_number_of_language_templates.png,True
google/gemini-3-flash-preview,agent2,supported,1.0,"The green segment representing 'Rainfall in cm' for Mahabaleshwar is the highest bar in the chart, surpassing the 150 mark, while all other locations are below it.",2.38,1404,False,97,"Mahabalesh had maximum rainfall on July 2, 2019 for Maharashtra.",https://chartfc.s3.amazonaws.com/Meterological_Observations_recorded_at_8_30Hrs_IST_of_July_2_2019.jpg,True
google/gemini-3-flash-preview,agent2,contradicted,1.0,"The diagram illustrates the physiological mechanism of shallow water blackout (gas levels during a dive), not a physical diving technique or safety procedure.",2.01,1384,False,98,The diagram shows the correct technique for a safe dive in shallow water.,https://chartfc.s3.amazonaws.com/Shallow_water_blackout_diagram_1_revised_alt.png,True
google/gemini-3-flash-preview,agent2,supported,1.0,"The red line representing PV (aims 2017) shows a continuous upward slope from 2012 to 2027, meaning the capacity aim increases steadily between 2020 and 2026.",2.42,1421,False,99,The 2017 aims for Solar PV is seen to be increasing between the years of 2020 and 2026.,https://chartfc.s3.amazonaws.com/Changing_aims_PV_CSP.png,True
google/gemini-3-flash-preview,agent2,contradicted,1.0,The chart title specifically mentions 'Changing aims' and the data lines show significant differences between 2012 aims and 2017 aims for both PV and CSP capacity.,1.54,1393,False,100,There has been no change in the aims for PV and CSP development over the years.,https://chartfc.s3.amazonaws.com/Changing_aims_PV_CSP.png,False
google/gemini-3-flash-preview,agent2,contradicted,1.0,"The vertical axis is labeled 'Error - °F', while 'True Temperature, °F' is located on the horizontal axis.",3.34,1403,False,101,"True Tempertaure, 'F is in Vertical axis in Graphical information about emissivity and temperature scales chart.",https://chartfc.s3.amazonaws.com/Temperature-Emissivity.png,False
google/gemini-3-flash-preview,agent2,contradicted,1.0,"The image clearly shows a line graph with marked data points, not a bar graph. Additionally, a cumulative gross chart would trend upwards, whereas this chart shows a declining trend over time or categories.",2.07,1423,False,102,Bar graph is used to represent the cumulative Japanese box office gross of Howl's Moving Castle.,https://chartfc.s3.amazonaws.com/Howl%2527s_Moving_Castle_Japanese_box_office.png,False
google/gemini-3-flash-preview,agent2,contradicted,1.0,"The chart is an Ogive showing Cumulative Frequency, which increases steadily from approximately 10 to nearly 50 across the class boundaries 1.8 to 5.2. If the frequency were constant, the line would be a straight diagonal with a consistent slope, or if the claim implies a zero frequency, the line would be flat; here, the slope changes, indicating varying frequencies between classes.",2.1,1474,False,103,The Frequency remains constant with class boundaries ranging from 1.8 to 5.2 as for as reaction times is concerned.,https://chartfc.s3.amazonaws.com/-8_Ogive.JPG,False
google/gemini-3-flash-preview,agent2,contradicted,1.0,"The values for Fiora (43%), Bocca di Lupo (12%), and Other 5 veins (9%) sum to 64%; the average of these three values is approximately 21.3%, not 15%.",2.39,1433,False,104,"The average of Fiora, Bocca di Lupo and other5 veins is about 15% of the chart.",https://chartfc.s3.amazonaws.com/Yield_of_water_sources_around_Lake_Bracciano_1692.jpg,False
google/gemini-3-flash-preview,agent2,contradicted,1.0,"The 'Paid staff member' value is roughly 40.6% and 'Wikimedian in Residence' is approximately 22%, which combined exceeds 60%, whereas the 'Wikimedia movement volunteer' is only approximately 28%.",2.2,1415,False,105,The total value of paid staff member and Wikimedian in residence is equal to Wikimedia movement volunteer.,https://chartfc.s3.amazonaws.com/Structured_Media_Commons_Survey_2017_Findings_-_User_Roles.png,False
google/gemini-3-flash-preview,agent2,contradicted,1.0,"The chart explicitly lists 'Harry Potter and the Deathly Hallows - Part 2' at position number 10, meaning a movie from the franchise is in the top 10.",2.39,1395,False,106,None of the top 10 highest-grossing movies are from the Harry Potter franchise.,https://chartfc.s3.amazonaws.com/Alltime_boxoffice_grosses_may_2018.png,False
google/gemini-3-flash-preview,agent2,supported,1.0,"The grey bars representing DMFS (Decayed, Missing, Filled Surfaces) show a consistent upward trend as the age groups progress from 6-8 years to 74+ years.",2.47,1408,False,107,The number of filled tooth surfaces (DMFS) increases with age.,https://chartfc.s3.amazonaws.com/Cavities_in_the_US_increase_with_age.tiff,True
google/gemini-3-flash-preview,agent2,supported,1.0,"The line graph clearly shows a peak in the number of railways reaching nearly 1,600 around the year 1907, which falls within the 1900-1910 period.",2.43,1416,False,108,The number of railways peaked between 1900 and 1910.,https://chartfc.s3.amazonaws.com/PA5232Figure6.png,True
google/gemini-3-flash-preview,agent2,supported,1.0,"The chart explicitly shows that 'Persons, full-time, 25+' have a median gross income of $39,000, which is higher than the $32,000 shown for the 'Persons, 25+' group.",2.13,1412,False,109,Fulltime 25 plus persons averaged a higher gross income than just 25 plus age group.,https://chartfc.s3.amazonaws.com/Median_Incomes_US.png,True
google/gemini-3-flash-preview,agent2,supported,1.0,"The pie chart titled 'Axis Casualties' shows Germany occupying the largest slice of the pie, representing more than 50% of the total casualties shown.",1.93,1401,False,110,Germany suffered the highest number of casualties in World War II for the Axis powers.,https://chartfc.s3.amazonaws.com/WW2Axis_Casualties_2.png,True
google/gemini-3-flash-preview,agent2,contradicted,1.0,"The pie chart shows that 'Water' accounts for only 5% of damages, while 'Surges' (31%), 'Mischievousness' (25%), and 'Negligence' (22%) are much larger causes.",1.86,1407,False,111,Damages in electronic devices is majorly caused due to water.,https://chartfc.s3.amazonaws.com/Slika4_spd.jpg,False
google/gemini-3-flash-preview,agent2,contradicted,1.0,"The highest reason is Surges at 31% and the lowest is Storm at 2%. the difference is 31% - 2% = 29%, not 20%.",1.41,1400,False,112,The difference between the highest and the lowest reason is 20%,https://chartfc.s3.amazonaws.com/Slika4_spd.jpg,False
google/gemini-3-flash-preview,agent2,contradicted,1.0,The chart illustrates the psychological relationship between performance and arousal (Yerkes-Dodson law) and does not contain any date values or time-series data referencing the year 2008.,1.99,1403,False,113,The Inverted U theory based on the year 2008.,https://chartfc.s3.amazonaws.com/Inverted_u.jpg,False
google/gemini-3-flash-preview,agent2,supported,0.9,"The Yerkes-Dodson curve shown in the chart indicates that as arousal (stress) continues to increase past the 'optimum arousal level', performance begins a steep decline into the 'poor performance' territory on the right side of the graph.",1.6,1408,False,114,High levels of stress always lead to poor performance.,https://chartfc.s3.amazonaws.com/Inverted_u.jpg,False
google/gemini-3-flash-preview,agent2,contradicted,1.0,"The pie chart explicitly labels 'To provide religious or moral instruction' as 35%, which contradicts the claim's figure of 4%.",2.25,1374,False,115,Only 4% of parents are motivated by religious or moral instruction in 2007.,https://chartfc.s3.amazonaws.com/Motivations_regarded_most_important_for_homeschooling.png,False
google/gemini-3-flash-preview,agent2,contradicted,1.0,"According to the pie chart, the sum of oil (11%) and hydro (1%) is 12%, which is significantly higher than the 5% value for natural gas.",1.73,1405,False,116,The total amount of oil and hydro sources is equal to natural gaz.,https://chartfc.s3.amazonaws.com/Energy_consumption_in_Nigeria.png,False
google/gemini-3-flash-preview,agent2,contradicted,1.0,"The chart provided is a bar graph, not a pie chart, and 'Agricultural Labourers' represents the highest bar in the graph, not the lowest.",1.68,1404,False,117,Agricultre laborers constitute lowest rate in the pie chart. So the claim is true.,https://chartfc.s3.amazonaws.com/Copy_of_1831_Occupational_Categories.png,False
google/gemini-3-flash-preview,agent2,supported,1.0,"The bar representing 'Agricultural Labourers' (the second bar from the left, indicated by the red color in the legend) is clearly the tallest bar in the chart, reaching a value of approximately 26.",1.36,1412,False,118,The most common occupation in Lowesby is Agricultural Labourers.,https://chartfc.s3.amazonaws.com/Copy_of_1831_Occupational_Categories.png,True
google/gemini-3-flash-preview,agent2,supported,1.0,"The pie chart clearly displays 'Salaries' and 'Operating Expenses' as two distinct, separate slices with their own labels.",2.21,1389,False,119,Wikimedia's expense report separates salaries from operating expenses.,https://chartfc.s3.amazonaws.com/WM-expenses-pie-2006.png,True
google/gemini-3-flash-preview,agent2,supported,1.0,The pie chart shows 'Internet Hosting' occupies the largest visual slice compared to all other listed expense categories.,1.33,1392,False,120,"In Wikimedia's 2006 expenses, Internet Hosting occupies the largest share.",https://chartfc.s3.amazonaws.com/WM-expenses-pie-2006.png,True
google/gemini-3-flash-preview,agent2,contradicted,1.0,"The pie chart visually shows 'Internet Hosting' as one of the largest slices, while 'PayPal Fees' and 'Operating Expenses' clearly represent much smaller portions of the total spending.",1.4,1399,False,121,According to the chart Wikimedia spent least amount on Internet hosting in 2006.,https://chartfc.s3.amazonaws.com/WM-expenses-pie-2006.png,False
google/gemini-3-flash-preview,agent2,contradicted,1.0,"The pie chart shows that Property Taxes (29%) is the third-largest source, ranking behind Income Taxes (32%) and Sales Taxes (31%).",2.03,1396,False,122,Property tax is the second-largest source of Ohio state revenue.,https://chartfc.s3.amazonaws.com/Composition_of_Ohio_State_Revenue_(2007).jpg,False
google/gemini-3-flash-preview,agent2,supported,1.0,"The horizontal axis explicitly labels days of the week and dates (e.g., Wed 08, Thu 09) alternating with specific times (12 PM), confirming that both date and time are used as attributes.",1.97,1412,False,123,Date and time are the attributes used in the horizontal axis in the Average performance metrics for Media viewer graph.,https://chartfc.s3.amazonaws.com/Performance_metrics_for_Media_Viewer_-_averages_only.png,True
google/gemini-3-flash-preview,agent2,supported,1.0,The bar labeled 'Direct-to-Press digital system' explicitly shows a data label of '33.3 % (3)' sitting above it.,2.26,1378,False,124,33.3 percentage of chapters used Direct-to -Press digital system for printing.,https://chartfc.s3.amazonaws.com/Question5ChartExport.png,True
google/gemini-3-flash-preview,agent2,contradicted,0.9,"The 'Direct-to-Press digital system' accounts for 33.3% (3 units), while the category containing 'Letter Press' (4 Color Lithographic or Letter Press) only accounts for 22.2% (2 units).",1.39,1399,False,125,The printing work was more by Letter press system than by digital system during the period under reference.,https://chartfc.s3.amazonaws.com/Question5ChartExport.png,False
google/gemini-3-flash-preview,agent2,supported,1.0,"The visual data in the chart shows that the S&P 500 Zero-lag EMA(25) peaks twice, once around the year 2000 and once around 2007, but both times it remains clearly below the horizontal grid line for 1550.",2.16,1415,False,126,The S&P 500 zero-lag EMA have never really closed the 1550 mark.,https://chartfc.s3.amazonaws.com/Gitmo_fig1.png,True
google/gemini-3-flash-preview,agent2,contradicted,1.0,"The pie chart clearly labels Amharic as representing 29.3% of the population, which significantly exceeds the 5% stated in the claim.",2.19,1385,False,127,Amharic is spoken by less than 5% of the Ethiopian population.,https://chartfc.s3.amazonaws.com/Languages_of_Ethiopia_piechart.png,False
google/gemini-3-flash-preview,agent2,contradicted,1.0,"The chart shows Bird Box 2 had 1,698,325 views (rank 2), while Jason Momoa had 945,661 views (rank 6), meaning Bird Box 2 was significantly more popular.",2.33,1444,False,128,"Wikipedia articles on Bird Box 2 were less popular than articles on Jason momoa during the week of  December 30, 2018 to January 5, 2019.","https://chartfc.s3.amazonaws.com/Most_Popular_Wikipedia_Articles_of_the_Week_(December_30,_2018_to_January_5,_2019).png",False
google/gemini-3-flash-preview,agent2,contradicted,1.0,"The sum of Indian (13%), Turkish (10%), and Greek (3%) students is 26%, which is not equal to the 50% for Australian students.",2.53,1420,False,129,"The total amount of Indian, turkish and greek students is equal to Australian students.",https://chartfc.s3.amazonaws.com/Pie_chart_-_wiki_project.png,False
google/gemini-3-flash-preview,agent2,contradicted,1.0,"Welsh (2%) and Indian (13%) combine to 15%, while Turkish (10%) and Greek (3%) combine to 13%. The difference between 15% and 13% is 2%, not 5%.",1.43,1444,False,130,The difference between the combination of welsh and indian students with the combination of Turkish and Greek students is 5%,https://chartfc.s3.amazonaws.com/Pie_chart_-_wiki_project.png,False
google/gemini-3-flash-preview,agent2,contradicted,1.0,"The chart explicitly shows that the category 'Neither smoke nor snus' (non-tobacco use) accounts for 76.6% of the population, which contradicts the 0% claim.",1.89,1428,False,131,"When considering the Swedish population, non-tobacco use accounts for 0%.",https://chartfc.s3.amazonaws.com/Swedishtobacco.png,False
google/gemini-3-flash-preview,agent2,contradicted,1.0,"The average of 'Only smoke' (12.3%) and 'Both smoke and snus' (1.1%) is 6.7%, which is significantly lower than 10%.",1.24,1433,False,132,The average of the people who only smoke and both smoke and snus is about 10%,https://chartfc.s3.amazonaws.com/Swedishtobacco.png,False
google/gemini-3-flash-preview,agent2,contradicted,1.0,"The Transport category (orange bar) has the lowest value on the chart, appearing significantly smaller than Agriculture, Unknown Occupation, and Domestic Services.",2.08,1375,False,133,"People who choose Transport in Ashleyhay, ranked second in 1881.",https://chartfc.s3.amazonaws.com/1881_Ashleyhay_Occupation_Chart..jpg,False
google/gemini-3-flash-preview,agent2,contradicted,1.0,"The bar chart clearly shows that the debt as a percentage of GDP in 2015 is higher than it was in 2014, making 2014 second-highest in the series shown.",2.0,1402,False,134,The UK had the highest debt as a percentage of GDP in 2014.,https://chartfc.s3.amazonaws.com/UK_Debt_to_GDP_ratio.png,False
google/gemini-3-flash-preview,agent2,contradicted,1.0,"The pie chart shows that there were only 2 construction workers out of a total of 41 workers in False Pass, Alaska, which is the smallest segment in the chart.",1.92,1402,False,135,"There were a large number of construction workers in Pass, Alaska.",https://chartfc.s3.amazonaws.com/False_Pass_2000_Census_Occupations.jpg,False
google/gemini-3-flash-preview,agent2,contradicted,1.0,"The pie chart explicitly labels 'Undocumented Students' as 12%, not 20%. Furthermore, the chart shows them as a percentage of the total unauthorized immigrant population, not as a percentage of employees within the Department of Homeland Security.",2.03,1395,False,136,Undocumented students are 20% in the US department of Homeland security.,https://chartfc.s3.amazonaws.com/UndocumentedStudentsPercentage.jpg,False
google/gemini-3-flash-preview,agent2,contradicted,0.95,"The pie chart visually shows that 'Prairie' (yellow sector) occupies a much larger area of the chart than 'Mixed Hardwoods - Prairie' (the thin red sector), making them clearly unequal.",1.99,1419,False,137,Mixed Hardwoods - Prairie and Prairie are equal resources of savanna soils at the Renville County Minnesota.,https://chartfc.s3.amazonaws.com/Renville_County_Pie_Chart_New_Wiki_Version.png,False
google/gemini-3-flash-preview,agent2,contradicted,0.95,"The vertical dashed line separating Phase B and Phase C is clearly positioned before the 500 mark on the x-axis, likely around 315 DAC based on the nearby label.",2.15,1391,False,138,Phase C of Days After Colonization with 4 pair of mice starts after 500 DAC.,https://chartfc.s3.amazonaws.com/Mice_population_Universe_25.jpg,False
google/gemini-3-flash-preview,agent2,contradicted,1.0,"The chart explicitly labels 'Atrophy' as $9.22 billion, which contradicts the claim that it is 12 billion dollars.",1.82,1430,False,139,The Atrophy source  is 12  billion dollars in the OECD 2006.,https://chartfc.s3.amazonaws.com/Atrophy20.png,False
google/gemini-3-flash-preview,agent2,contradicted,1.0,"The pie chart explicitly labels 'Total Aid' with the value $79,50 billion, not $10,90 billion.",1.24,1429,False,140,"Total Aid holds the amount in USD billion dollars as $10,90 in pie chart.",https://chartfc.s3.amazonaws.com/Atrophy20.png,False
google/gemini-3-flash-preview,agent2,contradicted,1.0,The provided chart is a snapshot of GHG emissions for a single year (2016) and does not contain any historical or trend data spanning 30 years.,2.0,1410,False,141,The greenhouse gas emissions of Annex 1 countries have reduce consistent over the past 30 years.,https://chartfc.s3.amazonaws.com/Ghg_source_sink_chart.png,False
google/gemini-3-flash-preview,agent2,contradicted,1.0,The chart shows a significant increase in the total feed material from approximately 2.5 million tonnes in 2001 to over 8 million tonnes in 2011.,1.96,1393,False,142,There was no change in the global Isasmelt feed capacity between 2001 and 2011.,https://chartfc.s3.amazonaws.com/Graph_total_Isasmelt_capacity.png,False
google/gemini-3-flash-preview,agent2,contradicted,0.8,"The 'After' chart shows that the relative intensity values reach above 10, specifically peaking near 13, which contradicts the claim that the intensity is under the 0-5 range.",2.18,1399,False,143,The top flow of the relative intensity under 0-5 frequency after reprocessing of premalignant pancreatic cancer mass spectrometry.,https://chartfc.s3.amazonaws.com/Mass_Spec_before_and_after.PNG,False
google/gemini-3-flash-preview,agent2,contradicted,0.9,"The 'After' chart shows a significantly flatter baseline and cleaner peaks compared to the 'Before' chart, indicating that the preprocessing technique removed noise and baseline interference rather than adding it.",1.47,1393,False,144,The chart shows that the preprocessing technique used by Ge et al. added more noise to the mass spectrometry data.,https://chartfc.s3.amazonaws.com/Mass_Spec_before_and_after.PNG,False
google/gemini-3-flash-preview,agent2,supported,1.0,"The pie chart shows that in 2016, coal accounted for 38.7% of electricity generation in Tennessee, which is higher than the 36.8% attributed to nuclear power.",12.29,1416,False,145,Coal was used the maximum for electricity generation than nuclear for Tennessee in 2016.,https://chartfc.s3.amazonaws.com/Tennessee_Electricity_Generation_Sources_Pie_Chart.png,True
google/gemini-3-flash-preview,agent2,contradicted,1.0,"The c-index and h-index are represented by curved lines that represent functions of the x-axis, whereas the vertical axis is a straight line; the curves are clearly not parallel to the vertical axis.",2.0,1409,False,146,c-index and h-index were parallel with the vertical axis probability of career success.,https://chartfc.s3.amazonaws.com/C-graph.png,False
google/gemini-3-flash-preview,agent2,supported,1.0,"Both the c-index and h-index curves show a continuous upward slope, indicating that as the index value on the x-axis increases, the probability of career success on the y-axis also increases.",1.4,1407,False,147,There is a positive correlation between the index value and the probability of career success.,https://chartfc.s3.amazonaws.com/C-graph.png,True
google/gemini-3-flash-preview,agent2,contradicted,1.0,"The pie chart explicitly labels the 'No' slice as 51.3, which is greater than 50%.",3.81,1397,False,148,"Less than 50% of the voters at the 2016 Bolivian referendum voted "" no "" as their preference.",https://chartfc.s3.amazonaws.com/2016_Bolivian_referendum_pie_chart.png,False
google/gemini-3-flash-preview,agent2,contradicted,1.0,"The pie chart clearly shows that Turkish has the largest share (43%) of native speakers in the Turkic language family, making it the maximum/majority, not the minimum.",2.03,1377,False,149,The minimum percentage of native speakers of Turkic family in Turkish.,https://chartfc.s3.amazonaws.com/TurkicLanguages.png,False
google/gemini-3-flash-preview,agent2,contradicted,1.0,"The chart explicitly shows that Israel's population is only 1.96% of the population of Arab states, meaning it is significantly smaller rather than outnumbering them.",1.9,1376,False,150,Israel's population outnumbers the population of Arab states.,https://chartfc.s3.amazonaws.com/Israel_resources_as_percentage_of_Arab_world.JPG,False
google/gemini-3-flash-preview,agent2,contradicted,1.0,"Biosciences (8.3%) and Nanoscience (11.5%) combined equal 19.8%, which is significantly higher than Computer Science (2.8%).",2.26,1398,False,151,The CSCS usage of Bioscience and Nanoscience supercomputers combined is less than the CSCS usage of Computer Science.,https://chartfc.s3.amazonaws.com/CSCS_Usage_by_Field_Graph_11.tif,False
google/gemini-3-flash-preview,agent2,supported,1.0,"The bar chart clearly shows that 'Supportive' and 'Friendly' both have the exact same score of 5, indicating they are recognized evenly.",1.87,1413,False,152,Community recognizes the characteristics of Supportive and Friendly evenly for Wikimedia.,https://chartfc.s3.amazonaws.com/WM_2.png,True
google/gemini-3-flash-preview,agent2,contradicted,1.0,"The average of the values (6, 5, 5, 5, 2) is 4.6; therefore, the value for 'Friendly' (5) is above the average, not below it.",1.46,1436,False,153,"In Community perspectives on Wikimedia, Friendly has an amount of below average among the proportion of respondents.",https://chartfc.s3.amazonaws.com/WM_2.png,False
google/gemini-3-flash-preview,agent2,contradicted,1.0,"Under the 'Graduates who took ACT/SAT' category, the 'School Group Median' is explicitly labeled as 61.70%, not 61.20%, and it is the third highest value behind Mesquite High School (70.90%) and State Average (68.20%).",2.47,1438,False,154,School Group Median scored the second place with 61.20% under the 'Graduates who took ACT/SAT',https://chartfc.s3.amazonaws.com/SAT_%2526_ACT_Results.JPG,False
google/gemini-3-flash-preview,agent2,supported,1.0,"The average value across the three categories is 5 ((6+5+4)/3 = 5). The value for 'The movement' is 6, which is greater than the average.",2.23,1433,False,155,"The number of people who thought that the logo was ""the movement"" is more than average for each group.",https://chartfc.s3.amazonaws.com/WM_6.png,True
google/gemini-3-flash-preview,agent2,contradicted,1.0,"The pie chart explicitly labels the 'White' group as representing 98% of the population, making them the vast majority rather than a minority.",2.47,1396,False,156,White people are the minorities groups within Chattisham.,https://chartfc.s3.amazonaws.com/Chattisham%2527s_Ethnic_populations.png,False
google/gemini-3-flash-preview,agent2,contradicted,1.0,"The legend explicitly labels EU with a value of (197.5), while Canada (CA) is the one labeled as (98.0).",2.16,1368,False,157,EU is at 98 percent.,https://chartfc.s3.amazonaws.com/MaxMind_Country_Geocode_MoM_Change_Versus_DB_Months_Out_of_Date.png,False
google/gemini-3-flash-preview,agent2,contradicted,1.0,"The pie chart shows that Apprenticeships account for 5%, whereas 2+ A Levels account for 11%, meaning there are fewer Apprenticeships.",2.12,1376,False,158,There were larger number of Apprenticeship than 2+A levels in Rockhampton.,https://chartfc.s3.amazonaws.com/Rockhampton_Education_%2526_Qualifications_Graph.jpg,False
google/gemini-3-flash-preview,agent2,contradicted,1.0,"The legend explicitly states the data represents 'United States' and 'Spain', not political affiliations of governors.",1.81,1377,False,159,The chart shows the political affiliation of current United States governors.,https://chartfc.s3.amazonaws.com/United_States_governors_by_country_of_birth.png,False
google/gemini-3-flash-preview,agent2,supported,1.0,The 'Life Expectancy' section of the infographic explicitly displays the female icon for the East of England with a value of 83.6 years for the period 2009-2012.,2.2,1407,False,160,Women in the East of England have a life expectancy of 83.6 years.,https://chartfc.s3.amazonaws.com/Regional_Profile_of_the_East_of_England.png,True
google/gemini-3-flash-preview,agent2,supported,1.0,"The chart for Question Number 1 shows that option A (Annual Business Survey) is the most utilized source for manufacturing statistics, with a value of 47, which is significantly higher than any other category.",2.7,1403,False,161,UK manufacturers rely on annual business survey for their manufacturing statistics.,https://chartfc.s3.amazonaws.com/Feedback_from_the_floor_(15413318039).jpg,True
google/gemini-3-flash-preview,agent2,supported,0.9,The line labeled 'INNER' shows a more vertical upward trajectory compared to the 'OUTER' line as the frequency increases above 5kHz.,2.89,1392,False,162,Audio precision rises steeper for inner.,https://chartfc.s3.amazonaws.com/Prikaz_10.18.jpg,True
google/gemini-3-flash-preview,agent2,supported,1.0,The bar chart clearly shows that both 'Strongly morelike' and 'Somewhat morelike' categories have higher frequencies (approx 48 and 42 respectively) compared to the Wikivectors categories (approx 33 and 29).,2.38,1406,False,163,Participants preferred algorithm A (morelike) for MediaWiki related pages feature.,https://chartfc.s3.amazonaws.com/Related_articles_survey_question4.png,True
google/gemini-3-flash-preview,agent2,contradicted,1.0,"The graph shows that as frequency (the x-axis) increases, the THD+N percentage (the y-axis) also increases. Conversely, at low frequencies, the distortion percentage is at its lowest level (near 0.001%).",1.97,1420,False,164,"The low the frequency, the high the distortion percentage.",https://chartfc.s3.amazonaws.com/Prikaz_10.18.jpg,True
google/gemini-3-flash-preview,agent2,contradicted,1.0,"The bar for 'Neither' is clearly positioned between the 20 and 30 grid lines, specifically at approximately 26, which is well below the claimed count of more than 40.",1.59,1403,False,165,More than 40 participants preferred Neither lists as the articles that they would be most likely to read next.,https://chartfc.s3.amazonaws.com/Related_articles_survey_question4.png,False
google/gemini-3-flash-preview,agent2,supported,1.0,"The line graph clearly shows that the 'Ratio of Asset value to Debt' is at its highest point (above 10.0) at the very beginning of the horizontal axis, labeled Jun-1988.",2.44,1418,False,166,The maximum ratio of asset value to debt belonged to June 1988.,https://chartfc.s3.amazonaws.com/Total_Household_Assets_as_a_function_of_Debt_to_Disposable_Income_1988-2010c.png,True
google/gemini-3-flash-preview,agent2,contradicted,1.0,The chart shows that 'Fall' (44.5%) and 'Collision' (17.2%) represent significantly larger portions of the pie chart than 'Struck person/animal' (10.4%) and 'Assault' (3.8%).,2.26,1436,False,167,"The chart claims that ""Assaults"" and ""Struck by a person"" cause more concussions in Ontario children school than ""Falling"" and ""Collision"".",https://chartfc.s3.amazonaws.com/Causes_of_concussion.png,False
