pptx_file,slide_num,img_path,img_type,explanation
IS296_Project.pptx,10,Github/Fact-Check-AI-Agent/data/student slide/extracted/IS296_Project/slide010_img04.png,chart,"Because I have two datasets, I decided to split each dataset into one slide. This slide will be centered around the Cuisines dataset. | Countries per cuisines that contain ‘sugar’ as an ingredient. | Countries per cuisines that contain ‘salt’ as an ingredient. | Countries per cuisines that contain ‘flour’ as an ingredient. | Overall counts of each cuisines per country | As there is many common ingredients in cooking/baking, I decided to scale it down to three ingredients: flour, salt, and sugar. Using these three ingredients, I sectioned the cuisines that had each ingredients and grouped together the countries. Through this process, it can be determined that certain countries dominate in having more of one ingredient than another. With flour, mostly European countries dominate in having flour in their cuisines while Asian and Latino countries have less. With salt, European countries along with a few other countries dominate in having salt whilst a mix of countries lack cuisines with salt as an ingredient. And with sugar, mostly Asian countries contain cuisines with sugar as an ingredient while a mix of european and latino countries lack of it."
IS296_Project.pptx,10,Github/Fact-Check-AI-Agent/data/student slide/extracted/IS296_Project/slide010_img07.png,chart,"Because I have two datasets, I decided to split each dataset into one slide. This slide will be centered around the Cuisines dataset. | Countries per cuisines that contain ‘sugar’ as an ingredient. | Countries per cuisines that contain ‘salt’ as an ingredient. | Countries per cuisines that contain ‘flour’ as an ingredient. | Overall counts of each cuisines per country | As there is many common ingredients in cooking/baking, I decided to scale it down to three ingredients: flour, salt, and sugar. Using these three ingredients, I sectioned the cuisines that had each ingredients and grouped together the countries. Through this process, it can be determined that certain countries dominate in having more of one ingredient than another. With flour, mostly European countries dominate in having flour in their cuisines while Asian and Latino countries have less. With salt, European countries along with a few other countries dominate in having salt whilst a mix of countries lack cuisines with salt as an ingredient. And with sugar, mostly Asian countries contain cuisines with sugar as an ingredient while a mix of european and latino countries lack of it."
IS296_Project.pptx,10,Github/Fact-Check-AI-Agent/data/student slide/extracted/IS296_Project/slide010_img09.png,chart,"Because I have two datasets, I decided to split each dataset into one slide. This slide will be centered around the Cuisines dataset. | Countries per cuisines that contain ‘sugar’ as an ingredient. | Countries per cuisines that contain ‘salt’ as an ingredient. | Countries per cuisines that contain ‘flour’ as an ingredient. | Overall counts of each cuisines per country | As there is many common ingredients in cooking/baking, I decided to scale it down to three ingredients: flour, salt, and sugar. Using these three ingredients, I sectioned the cuisines that had each ingredients and grouped together the countries. Through this process, it can be determined that certain countries dominate in having more of one ingredient than another. With flour, mostly European countries dominate in having flour in their cuisines while Asian and Latino countries have less. With salt, European countries along with a few other countries dominate in having salt whilst a mix of countries lack cuisines with salt as an ingredient. And with sugar, mostly Asian countries contain cuisines with sugar as an ingredient while a mix of european and latino countries lack of it."
IS296_Project.pptx,10,Github/Fact-Check-AI-Agent/data/student slide/extracted/IS296_Project/slide010_img10.png,chart,"Because I have two datasets, I decided to split each dataset into one slide. This slide will be centered around the Cuisines dataset. | Countries per cuisines that contain ‘sugar’ as an ingredient. | Countries per cuisines that contain ‘salt’ as an ingredient. | Countries per cuisines that contain ‘flour’ as an ingredient. | Overall counts of each cuisines per country | As there is many common ingredients in cooking/baking, I decided to scale it down to three ingredients: flour, salt, and sugar. Using these three ingredients, I sectioned the cuisines that had each ingredients and grouped together the countries. Through this process, it can be determined that certain countries dominate in having more of one ingredient than another. With flour, mostly European countries dominate in having flour in their cuisines while Asian and Latino countries have less. With salt, European countries along with a few other countries dominate in having salt whilst a mix of countries lack cuisines with salt as an ingredient. And with sugar, mostly Asian countries contain cuisines with sugar as an ingredient while a mix of european and latino countries lack of it."
IS296_Project.pptx,10,Github/Fact-Check-AI-Agent/data/student slide/extracted/IS296_Project/slide010_img11.png,chart,"Because I have two datasets, I decided to split each dataset into one slide. This slide will be centered around the Cuisines dataset. | Countries per cuisines that contain ‘sugar’ as an ingredient. | Countries per cuisines that contain ‘salt’ as an ingredient. | Countries per cuisines that contain ‘flour’ as an ingredient. | Overall counts of each cuisines per country | As there is many common ingredients in cooking/baking, I decided to scale it down to three ingredients: flour, salt, and sugar. Using these three ingredients, I sectioned the cuisines that had each ingredients and grouped together the countries. Through this process, it can be determined that certain countries dominate in having more of one ingredient than another. With flour, mostly European countries dominate in having flour in their cuisines while Asian and Latino countries have less. With salt, European countries along with a few other countries dominate in having salt whilst a mix of countries lack cuisines with salt as an ingredient. And with sugar, mostly Asian countries contain cuisines with sugar as an ingredient while a mix of european and latino countries lack of it."
IS296_Project.pptx,10,Github/Fact-Check-AI-Agent/data/student slide/extracted/IS296_Project/slide010_img12.png,chart,"Because I have two datasets, I decided to split each dataset into one slide. This slide will be centered around the Cuisines dataset. | Countries per cuisines that contain ‘sugar’ as an ingredient. | Countries per cuisines that contain ‘salt’ as an ingredient. | Countries per cuisines that contain ‘flour’ as an ingredient. | Overall counts of each cuisines per country | As there is many common ingredients in cooking/baking, I decided to scale it down to three ingredients: flour, salt, and sugar. Using these three ingredients, I sectioned the cuisines that had each ingredients and grouped together the countries. Through this process, it can be determined that certain countries dominate in having more of one ingredient than another. With flour, mostly European countries dominate in having flour in their cuisines while Asian and Latino countries have less. With salt, European countries along with a few other countries dominate in having salt whilst a mix of countries lack cuisines with salt as an ingredient. And with sugar, mostly Asian countries contain cuisines with sugar as an ingredient while a mix of european and latino countries lack of it."
IS296_Project.pptx,13,Github/Fact-Check-AI-Agent/data/student slide/extracted/IS296_Project/slide013_img02.png,chart,"Mini Update #4 - Data Insight (All_Recipes) | The graph above shows the average ratings when it comes to their associated total times. As most of the average ratings are 3-5 and most of them lie below 10000 minutes or 6 days, this shows that there is little effect in total time towards average ratings. | The graph above shows the average ratings when it comes to their associated calories. As most of the average ratings are 3-5 and most of them lie below 2000 calories, it can be assumed that there is little effect that calories can have on average ratings. Although, recipes with higher calories than the rest does appear to have high average ratings. | The graph above shows the average ratings when it comes to their associated serving sizes. Most of these recipes falls below 50 servings with some outliers being above 50. Because of this, it can be assumed that there is little effect that serving sizes has on ratings. But, higher serving sizes does seem to have high average ratings."
IS296_Project.pptx,13,Github/Fact-Check-AI-Agent/data/student slide/extracted/IS296_Project/slide013_img03.png,chart,"Mini Update #4 - Data Insight (All_Recipes) | The graph above shows the average ratings when it comes to their associated total times. As most of the average ratings are 3-5 and most of them lie below 10000 minutes or 6 days, this shows that there is little effect in total time towards average ratings. | The graph above shows the average ratings when it comes to their associated calories. As most of the average ratings are 3-5 and most of them lie below 2000 calories, it can be assumed that there is little effect that calories can have on average ratings. Although, recipes with higher calories than the rest does appear to have high average ratings. | The graph above shows the average ratings when it comes to their associated serving sizes. Most of these recipes falls below 50 servings with some outliers being above 50. Because of this, it can be assumed that there is little effect that serving sizes has on ratings. But, higher serving sizes does seem to have high average ratings."
IS296_Project.pptx,13,Github/Fact-Check-AI-Agent/data/student slide/extracted/IS296_Project/slide013_img04.png,chart,"Mini Update #4 - Data Insight (All_Recipes) | The graph above shows the average ratings when it comes to their associated total times. As most of the average ratings are 3-5 and most of them lie below 10000 minutes or 6 days, this shows that there is little effect in total time towards average ratings. | The graph above shows the average ratings when it comes to their associated calories. As most of the average ratings are 3-5 and most of them lie below 2000 calories, it can be assumed that there is little effect that calories can have on average ratings. Although, recipes with higher calories than the rest does appear to have high average ratings. | The graph above shows the average ratings when it comes to their associated serving sizes. Most of these recipes falls below 50 servings with some outliers being above 50. Because of this, it can be assumed that there is little effect that serving sizes has on ratings. But, higher serving sizes does seem to have high average ratings."
IS296_Project.pptx,14,Github/Fact-Check-AI-Agent/data/student slide/extracted/IS296_Project/slide014_img02.png,chart,"Mini Update #4 - Data Insight (Cuisines) | The graph aboves shows the average ratings when it comes to their associated total times. Most of the average ratings lies between 3 and 5. Alongside, most of the total times lies below 2000 minutes or approximately 33 hours. Because most of the ratings lies around each other, this means that there is no affect of total times to the average ratings to cuisine recipes. | The graph aboves shows the average ratings when it comes to their associated calories. Most of the associated calories fall just below of 1000 calories. Because of this, it can be determined that calories does not have an affect on average ratings. | The graph aboves shows the average ratings when it comes to their serving size. As the serving size for most of these recipes fall below 50 serving size, this can mean that serving sizes has no effect on the ratings."
IS296_Project.pptx,14,Github/Fact-Check-AI-Agent/data/student slide/extracted/IS296_Project/slide014_img03.png,chart,"Mini Update #4 - Data Insight (Cuisines) | The graph aboves shows the average ratings when it comes to their associated total times. Most of the average ratings lies between 3 and 5. Alongside, most of the total times lies below 2000 minutes or approximately 33 hours. Because most of the ratings lies around each other, this means that there is no affect of total times to the average ratings to cuisine recipes. | The graph aboves shows the average ratings when it comes to their associated calories. Most of the associated calories fall just below of 1000 calories. Because of this, it can be determined that calories does not have an affect on average ratings. | The graph aboves shows the average ratings when it comes to their serving size. As the serving size for most of these recipes fall below 50 serving size, this can mean that serving sizes has no effect on the ratings."
IS296_Project.pptx,14,Github/Fact-Check-AI-Agent/data/student slide/extracted/IS296_Project/slide014_img05.png,chart,"Mini Update #4 - Data Insight (Cuisines) | The graph aboves shows the average ratings when it comes to their associated total times. Most of the average ratings lies between 3 and 5. Alongside, most of the total times lies below 2000 minutes or approximately 33 hours. Because most of the ratings lies around each other, this means that there is no affect of total times to the average ratings to cuisine recipes. | The graph aboves shows the average ratings when it comes to their associated calories. Most of the associated calories fall just below of 1000 calories. Because of this, it can be determined that calories does not have an affect on average ratings. | The graph aboves shows the average ratings when it comes to their serving size. As the serving size for most of these recipes fall below 50 serving size, this can mean that serving sizes has no effect on the ratings."
IS296_Project.pptx,17,Github/Fact-Check-AI-Agent/data/student slide/extracted/IS296_Project/slide017_img02.png,chart,"As this update required a storyboard, I decided to pivot towards doing a question and answer as the narrative structure. Through this update, I decided to create a few more data insights by creating line plots rather than the past scatter plots. My Question here could be developed into a storyline if I could decide which data insights could also fit inside the answer side."
MarilynN_PI Project Slide Deck.pptx,2,Github/Fact-Check-AI-Agent/data/student slide/extracted/MarilynN_PI_Project_Slide_Deck/slide002_img02.png,chart,"Anime has grown rapidly in global popularity over the past few years, reaching audiences far beyond Japan and competing with mainstream entertainment worldwide. Major titles like Demon Slayer: Kimetsu no Yaiba and Chainsaw Man have gained massive followings, and in some cases, rivaled or even outperformed popular American films at the box office and on streaming platforms. As anime continues to expand in influence, it raises interesting questions about what makes certain shows more successful, popular, or highly rated than others. To explore what makes some anime popular or highly rated, I analyzed a dataset of over 15,000 anime. The data was pulled from the Jikan API v4 endpoint/top/anime and includes info like scores, genres, episode counts, and audience engagement."
MarilynN_PI Project Slide Deck.pptx,10,Github/Fact-Check-AI-Agent/data/student slide/extracted/MarilynN_PI_Project_Slide_Deck/slide010_img02.png,chart,"Top 10 Highest Rated Anime in the Data Set & Their Genres | Looking at the top 10 highest rated anime, all of them score very closely as you can see in the bar chart. Most of them are between 8.5 and 9, showing that they are all considered extremely high quality by viewers. Sousou no Frieren (Frieren: Beyond Journey’s End) stands slightly above the rest, but overall there isn’t a huge gap in scores, which suggests that multiple anime are seen as top-tier, not just one specific anime stands out. However, what’s more interesting is the variety in genres across these top-rated anime. While action and adventure appears quite frequently, there’s also a mix of drama, fantasy, sci-fi, and even comedy like in all of the Gintama animes. This shows that there isn’t just one “type” of anime that gets high ratings. There are different styles and genres that are all successful. For viewers, this means that sticking only to popular or trending genres might cause them to miss out on other highly rated anime that don’t get as much attention. Even though these anime are in the highly rated group, they may not all be the most popular (I will analyze this in later slides). This supports the idea that ratings and popularity don’t always match. Basically, this is encouraging viewers to look beyond the rankings and explore a wider range of anime, since some of the best-rated shows might not be the ones everyone is talking about."
MarilynN_PI Project Slide Deck.pptx,10,Github/Fact-Check-AI-Agent/data/student slide/extracted/MarilynN_PI_Project_Slide_Deck/slide010_img03.png,chart,"Top 10 Highest Rated Anime in the Data Set & Their Genres | Looking at the top 10 highest rated anime, all of them score very closely as you can see in the bar chart. Most of them are between 8.5 and 9, showing that they are all considered extremely high quality by viewers. Sousou no Frieren (Frieren: Beyond Journey’s End) stands slightly above the rest, but overall there isn’t a huge gap in scores, which suggests that multiple anime are seen as top-tier, not just one specific anime stands out. However, what’s more interesting is the variety in genres across these top-rated anime. While action and adventure appears quite frequently, there’s also a mix of drama, fantasy, sci-fi, and even comedy like in all of the Gintama animes. This shows that there isn’t just one “type” of anime that gets high ratings. There are different styles and genres that are all successful. For viewers, this means that sticking only to popular or trending genres might cause them to miss out on other highly rated anime that don’t get as much attention. Even though these anime are in the highly rated group, they may not all be the most popular (I will analyze this in later slides). This supports the idea that ratings and popularity don’t always match. Basically, this is encouraging viewers to look beyond the rankings and explore a wider range of anime, since some of the best-rated shows might not be the ones everyone is talking about."
MarilynN_PI Project Slide Deck.pptx,11,Github/Fact-Check-AI-Agent/data/student slide/extracted/MarilynN_PI_Project_Slide_Deck/slide011_img02.png,chart,"Curious Question: Does Higher Score Mean More Popularity? | This chart shows a really clear trend: as the score goes up, the average popularity number goes down. At the lower scores (around 5.5-6), the mean popularity is really high (around 14,000), but as the scores increase toward 9, the popularity drops to under 1,000. Since lower popularity numbers usually mean more popular (ranked higher), this suggests that higher-scored anime tend to be less popular. The line steadily slopes downward, which makes the relationship pretty consistent, not random. This means that the higher scores do not necessarily lead to higher popularity, which supports the earlier finding that highly rated anime are not always the most widely watched. For viewers, this suggests that relying on only popularity rankings can be misleading, and some of the best anime may be less well known."
MarilynN_PI Project Slide Deck.pptx,15,Github/Fact-Check-AI-Agent/data/student slide/extracted/MarilynN_PI_Project_Slide_Deck/slide015_img03.png,chart,"Curious Question: Are Movies Rated Higher than TV Shows? | Looking at the chart, both movies and TV shows have almost the same average scores, with both of them sitting just a little bit under a score of 7. The bars are nearly the same length, showing that there is very little difference in how audiences rate these two types of anime. This suggestst hat the format alone about whether it is a movie or TV series, does not have a strong impact on overall ratings. For viewers, this means that choosing between a movie or a TV show shouldn’t be based on the assumption that one is better than the other. Instead, other factors like the genre, story, or personal preferences are likely to matter more. This also supports the idea that simple categories don’t always determine the quality, so this encourages viewers to look beyond the basic filters when deciding what to watch."
MarilynN_PI Project Slide Deck.pptx,16,Github/Fact-Check-AI-Agent/data/student slide/extracted/MarilynN_PI_Project_Slide_Deck/slide016_img03.png,chart,"Curious Question: Do longer anime (more episodes) get higher ratings? | The average scores for short anime (1-12 episodes), medium (13-50 episodes), and long (more than 50 episodes) are all really really close to each other, all around the mid to high 6 score range. Medium and long anime are just slightly higher than short ones, but the difference is super small. This shows that while longer anime do have a tiny edge in ratings, episode length doesn’t seem to make a big impact overall since the averages a nearly the same across all groups."
MarilynN_PI Project Slide Deck.pptx,20,Github/Fact-Check-AI-Agent/data/student slide/extracted/MarilynN_PI_Project_Slide_Deck/slide020_img02.png,chart,"Do manga-based anime perform better than originals? | Most of the average scores across different source materials fall really close together, mostly between 6.0 and 7.2. Manga, light novel, and web novel adaptations are near the higher end, but not by a huge margin. Originals are also in that same range, sitting just slightly lower than some of the top manga-based ones. This shows that manga-based anime don’t clearly outperform originals since both types score pretty similarly overall. However, web novel sources compared to music or game sourced anime have a clear gap between score means."
MarilynN_PI Project Slide Deck.pptx,21,Github/Fact-Check-AI-Agent/data/student slide/extracted/MarilynN_PI_Project_Slide_Deck/slide021_img02.png,chart,"Do some studios consistently produce higher-rated anime? | The top studios all have really high average scores, mostly between 8.2 and 8.8, which is a pretty tight range. A few studios like K-Factory and Kitty Film are slightly higher, but overall the differences between the studios are small. This shows that while some studios do rank a little higher, there isn’t a huge gap. Most of these top studios consistently produce highly rated anime. So, studio can matter, but it’s not the only thing deciding how good an anime will be."
MarilynN_PI Project Slide Deck.pptx,21,Github/Fact-Check-AI-Agent/data/student slide/extracted/MarilynN_PI_Project_Slide_Deck/slide021_img03.png,chart,"Do some studios consistently produce higher-rated anime? | The top studios all have really high average scores, mostly between 8.2 and 8.8, which is a pretty tight range. A few studios like K-Factory and Kitty Film are slightly higher, but overall the differences between the studios are small. This shows that while some studios do rank a little higher, there isn’t a huge gap. Most of these top studios consistently produce highly rated anime. So, studio can matter, but it’s not the only thing deciding how good an anime will be."
MarilynN_PI Project Slide Deck.pptx,25,Github/Fact-Check-AI-Agent/data/student slide/extracted/MarilynN_PI_Project_Slide_Deck/slide025_img04.png,chart,"This group of data visualization revolve around the anime with Top 10 ratings and their scores. | This group of data visualizations revolve around the type of anime format and their specific scores. | This group of data visualizations revolve around the anime source and their scores. | This data story is organized from left to right to explore different factors that may influence anime ratings to help audience choose their next watch. The first section focuses on the top 10 highest rated anime and introduces the variety of genres and scores among them. The middle section looks at anime format, such as TV shows and movies, to see if format affects ratings. The last section explores anime source material, like manga or original stories, and how it relates to scores. The story examines multiple factors to show that there is not just one reason why anime became highly rated."
MarilynN_PI Project Slide Deck.pptx,26,Github/Fact-Check-AI-Agent/data/student slide/extracted/MarilynN_PI_Project_Slide_Deck/slide026_img01.png,chart,"Micro Story (Also in the Google Doc) | For my PI project, I looked at anime ratings and compared them to different factors, such as the genre, popularity, format, and episode length. The overall goal of my analysis was to figure out what factors actually influence anime ratings and whether popularity really reflects the quality of the anime. In this slide that I’ve chosen, the data compares the average scores of short anime (1-12 episodes), medium anime (13-50) episodes, and long anime (50+ episodes). I grouped them into 3 of the most common anime series lengths to calculate the average ratings, and the graph helps to show whether longer anime tend to receive better scores from viewers. As you can see, the results show that medium and long anime have slightly higher average ratings than shorter anime, although the differences are pretty small overall. This particular data matters to me because I personally prefer watching medium-length anime over shorter 12-episode ones. A lot of the 12-episode anime feel rushed to me, especially when it comes to character development or the ending. I usually feel more satisfied watching anime that have enough episodes to fully build the story and characters. Because of that, it was interesting to see that medium-length anime also scored a little bit higher on average in the data. I think this matters to other people because many anime viewers choose what to watch based only on popularity and what is currently trending. Looking at episode length helped show that there is not one single reason why anime becomes highly rated. Instead, multiple factors work together, and viewers may discover better anime experiences if they look beyond basic popularity ranking and explore anime more thoughtfully."
MarilynN_PI Project Slide Deck.pptx,26,Github/Fact-Check-AI-Agent/data/student slide/extracted/MarilynN_PI_Project_Slide_Deck/slide026_img03.png,chart,"Micro Story (Also in the Google Doc) | For my PI project, I looked at anime ratings and compared them to different factors, such as the genre, popularity, format, and episode length. The overall goal of my analysis was to figure out what factors actually influence anime ratings and whether popularity really reflects the quality of the anime. In this slide that I’ve chosen, the data compares the average scores of short anime (1-12 episodes), medium anime (13-50) episodes, and long anime (50+ episodes). I grouped them into 3 of the most common anime series lengths to calculate the average ratings, and the graph helps to show whether longer anime tend to receive better scores from viewers. As you can see, the results show that medium and long anime have slightly higher average ratings than shorter anime, although the differences are pretty small overall. This particular data matters to me because I personally prefer watching medium-length anime over shorter 12-episode ones. A lot of the 12-episode anime feel rushed to me, especially when it comes to character development or the ending. I usually feel more satisfied watching anime that have enough episodes to fully build the story and characters. Because of that, it was interesting to see that medium-length anime also scored a little bit higher on average in the data. I think this matters to other people because many anime viewers choose what to watch based only on popularity and what is currently trending. Looking at episode length helped show that there is not one single reason why anime becomes highly rated. Instead, multiple factors work together, and viewers may discover better anime experiences if they look beyond basic popularity ranking and explore anime more thoughtfully."
MarilynN_PI Project Slide Deck.pptx,29,Github/Fact-Check-AI-Agent/data/student slide/extracted/MarilynN_PI_Project_Slide_Deck/slide029_img04.png,chart,"This group of data visualization revolve around the anime with Top 10 ratings and their scores. | This group of data visualizations revolve around the type of anime format and their specific scores. | This group of data visualizations revolve around the anime source and their scores. | This data story is organized from left to right to explore different factors that may influence anime ratings to help audience choose their next watch. The first section focuses on the top 10 highest rated anime and introduces the variety of genres and scores among them. The middle section looks at anime format, such as TV shows and movies, to see if format affects ratings. The last section explores anime source material, like manga or original stories, and how it relates to scores. The story examines multiple factors to show that there is not just one reason why anime became highly rated."
NBA Stats Project - Peyton Ashley - Weekly Deliverables.pptx,6,Github/Fact-Check-AI-Agent/data/student slide/extracted/NBA_Stats_Project___Peyton_Ashley___Week/slide006_img02.png,chart,"Mini Update 2 - Data Insight 1 - Average Points by Player Position | This graph shows the ranking of the average number of points scored by NBA players, by their position on the court. We can see that the 2 positions that score noticeably more than others are point guards and small forwards. One could conclude from this that the teams that score the most points have the best point guards and small forwards."
NBA Stats Project - Peyton Ashley - Weekly Deliverables.pptx,7,Github/Fact-Check-AI-Agent/data/student slide/extracted/NBA_Stats_Project___Peyton_Ashley___Week/slide007_img02.png,chart,"Mini Update 2 - Data Insight 2 - Average Assists by Player Position | This graph shows the number of assists the average NBA player records, broken down by their on-court position. We can see that point guards earn noticeably more assists than other positions, while centers are clearly below the others in assists. One could conclude from this that, on most teams, the point guard is primarily responsible for helping others score, while the center is not relied upon as heavily for this facet of the game."
NBA Stats Project - Peyton Ashley - Weekly Deliverables.pptx,8,Github/Fact-Check-AI-Agent/data/student slide/extracted/NBA_Stats_Project___Peyton_Ashley___Week/slide008_img03.png,chart,"Mini Update 2 - Data Insight 3 - Average Rebounds by Position | This graph shows the number of rebounds the average NBA player records, broken down by their on-court position. We can see that the positions that get noticeably more rebounds than others are centers and power forwards. From this, one could conclude that on most teams the center and power forward are relied upon for their dominance on the glass, securing both offensive and defensive rebounds."
NBA Stats Project - Peyton Ashley - Weekly Deliverables.pptx,11,Github/Fact-Check-AI-Agent/data/student slide/extracted/NBA_Stats_Project___Peyton_Ashley___Week/slide011_img02.png,chart,"Mini Update 3 - Data Insight 1 Average Points, Rebounds and Assists by Player Position | This graph shows the ranking of positions based on the total of their stats from points, assists, and rebounds. We can see that the positions that get noticeably more stats than others are point guards and centers, with the most points and rebounds, respectively, while also performing well in other categories. The position that lacks the most is shooting guard, who has the fewest points and rebounds, and is in the bottom half for assists. One could draw the conclusion that, from a purely statistical perspective, shooting guards provide the least value to their team."
NBA Stats Project - Peyton Ashley - Weekly Deliverables.pptx,12,Github/Fact-Check-AI-Agent/data/student slide/extracted/NBA_Stats_Project___Peyton_Ashley___Week/slide012_img02.png,chart,"Mini Update 3 - Data Insight 2 - Points vs. Field Goal % | This data shows the correlation between average points scored per game and field goal percentage. We can see that the points per game peak at 45% FG% from the field. This is an interesting fact, given that the logical assumption would be that the players with the highest efficiency would score the most points. We can see from the data that this is untrue. The likely reason is that the better a player is, the opposing team is more likely to put their best defender making it harder for them to score."
NBA Stats Project - Peyton Ashley - Weekly Deliverables.pptx,13,Github/Fact-Check-AI-Agent/data/student slide/extracted/NBA_Stats_Project___Peyton_Ashley___Week/slide013_img02.png,chart,"Mini Update 3 - Data Insight 3 - Relation of minutes played to points per game | This graph shows the relation between minutes played and points scored per game. As you can see, the graph shows an exponential growth function, which means as minutes go up, points scored goes up by a greater and greater rate. This can be explained by noting that the player who scores the most points tends to get the most playing time, leading to more points scored."
NBA Stats Project - Peyton Ashley - Weekly Deliverables.pptx,16,Github/Fact-Check-AI-Agent/data/student slide/extracted/NBA_Stats_Project___Peyton_Ashley___Week/slide016_img02.png,chart,"Mini Update 4 - Data Insight 1 Average Blocks by Player Position | This graph shows the number of Blocks the average NBA player records, broken down by their on-court position. We can see that the positions that get noticeably more blocksthan others are centers and power forwards.This could be related to them being generally taller and therefore are going to have an easier time of intercepting the ball midair and getting a block."
NBA Stats Project - Peyton Ashley - Weekly Deliverables.pptx,17,Github/Fact-Check-AI-Agent/data/student slide/extracted/NBA_Stats_Project___Peyton_Ashley___Week/slide017_img02.png,chart,"Mini Update 4 - Data Insight 2 3 Point attempts by 3pt percentage | This graph shows the relation between 3 Point attempts by a players 3 PT percentage. As you can see, the graph shows that the players who take the most 3 point attempts do not have the highest make percentage, but instead tend to gravitate toward the 40% range. This is most likely because of the in consistency of those who have a higher percentage of shots made. If a player only shoots once and makes it then they will have a 100% make rate, yet they are not trusted to shoot as many as those who can be trusted to shoot 6+ at a 40% rate."
NBA Stats Project - Peyton Ashley - Weekly Deliverables.pptx,18,Github/Fact-Check-AI-Agent/data/student slide/extracted/NBA_Stats_Project___Peyton_Ashley___Week/slide018_img02.png,chart,"Mini Update 4 - Data Insight 3 3PA by minutes played | This graph shows the relation between minutes played and 3 pointers attempted. As you can see, the graph shows a general linear slope with a sharp down take for the player who play 37 minutes plus. In general we can draw the conclusion taht most player simply shoot more 3 pointers the long that they play. I had suspected that the player who get more playing time may shoot more 3 pointers per minute that those who get kess, but this apprears untrue."
NBA Stats Project - Peyton Ashley - Weekly Deliverables.pptx,21,Github/Fact-Check-AI-Agent/data/student slide/extracted/NBA_Stats_Project___Peyton_Ashley___Week/slide021_img02.png,chart,These two groups are the two main groups for the data graphs. The first group is the collection of graphs that show stats by position. Three of them shows individual stats by position. One shows points by position. The other two are rebounds and assists. The final shows the combined stats by position. This shows the total combined numbers for each of the previous graphs. The second group is the combination of all the graphs in which we can see a players percentage of mad shots. These 3 together show trends in how eefiecent a player is and how it relates to things like minutes played and shots put up.
NBA22- Eddy- IS 296 .pptx,6,Github/Fact-Check-AI-Agent/data/student slide/extracted/NBA22__Eddy__IS_296_/slide006_img03.png,chart,"Insight 1 - Do More 3-Point Attempts Affect Field Goal %? | This analysis explores whether taking more three-point shots impacts overall shooting efficiency. The data shows that players with higher three-point attempts tend to have slightly lower field goal percentages. This is likely because three-point shots are more difficult than midrange or inside shots. However, despite the lower efficiency, players continue to take more threes because of the higher point value, reflecting a modern NBA trend focused on spacing and scoring efficiency."
NBA22- Eddy- IS 296 .pptx,7,Github/Fact-Check-AI-Agent/data/student slide/extracted/NBA22__Eddy__IS_296_/slide007_img03.png,chart,"Insight 2- Do Guards Shoot Differently Than Forwards? | This insight compares shot selection between guards and forwards. The data shows that guards take significantly more three-point shots compared to forwards. This reflects their role as perimeter players who handle the ball and create offense from outside. In contrast, forwards tend to take fewer threes and operate closer to the basket. This highlights how position strongly influences shot location and playing style in the NBA."
NBA22- Eddy- IS 296 .pptx,8,Github/Fact-Check-AI-Agent/data/student slide/extracted/NBA22__Eddy__IS_296_/slide008_img02.png,chart,"Insight 3- Do Teams That Shoot More 3s Get More Rebounds? This analysis examines whether increased three-point shooting leads to more rebound opportunities. The data suggests a slight positive relationship between three-point attempts and rebounds. This may be because missed three-point shots often result in longer rebounds, creating more chances for players to grab the ball. This trend supports the idea that changes in shooting style can influence other aspects of the game, such as rebounding."
Project Assignment.pptx,9,Github/Fact-Check-AI-Agent/data/student slide/extracted/Project_Assignment/slide009_img01.png,chart,"Insight 1: Top 10 studios based on # of anime (TV) series made | -The smallest value (OLM and Pierrot) is 99 series -The largest value is Toei Animation’s 243 series -Toei leads substantially over second place (Sunrise has 177), which can be attributed to the fact that Toei was established in 1948 -There is another fallout in series # starting from TMS downwards"
Project Assignment.pptx,10,Github/Fact-Check-AI-Agent/data/student slide/extracted/Project_Assignment/slide010_img01.png,chart,Insight 2: What anime works were sourced from 2015 vs 2025
Project Assignment.pptx,10,Github/Fact-Check-AI-Agent/data/student slide/extracted/Project_Assignment/slide010_img02.png,chart,Insight 2: What anime works were sourced from 2015 vs 2025
Project Assignment.pptx,15,Github/Fact-Check-AI-Agent/data/student slide/extracted/Project_Assignment/slide015_img02.png,chart,"Insight 1: Amount of Scores Relation on an Anime’s Average Score | -On the left part of the scatterplot, for anime that are not scored that much, there is no strong correlation between that and the average score -A large majority of the 15,000 anime entries are scored by less than 500,000 people -Indicates of trend of anime being score the most also having a higher score, with none after 1.5 million scoring being below a 7.0"
Project Assignment.pptx,16,Github/Fact-Check-AI-Agent/data/student slide/extracted/Project_Assignment/slide016_img02.png,chart,"Insight 2: Average Score of Anime by Year Premiered (2001-2026) | -There is no dramatic shift in average score based on the year, with scores reliably averaging around 7 -However, there seems to be a small dip in average scores that increase from 2001 to 2009 -There is another small dip where scores fall below 7 in between 2012 and 2021"
Project Assignment.pptx,20,Github/Fact-Check-AI-Agent/data/student slide/extracted/Project_Assignment/slide020_img01.png,chart,Insight 1: Genres of all works 2015 vs. 2025
Project Assignment.pptx,20,Github/Fact-Check-AI-Agent/data/student slide/extracted/Project_Assignment/slide020_img02.png,chart,Insight 1: Genres of all works 2015 vs. 2025
